         Vardas        Pavarde     Galutinis balas
    Vardas22947   Pavarde22947                5.70
    Vardas22948   Pavarde22948                5.22
    Vardas22949   Pavarde22949                6.10
    Vardas22952   Pavarde22952                7.06
    Vardas22953   Pavarde22953                5.78
    Vardas22954   Pavarde22954                8.27
    Vardas22955   Pavarde22955                6.92
    Vardas22956   Pavarde22956                7.39
    Vardas22957   Pavarde22957                7.60
    Vardas22958   Pavarde22958                6.62
    Vardas22959   Pavarde22959                6.90
    Vardas22960   Pavarde22960                5.29
    Vardas22962   Pavarde22962                8.12
    Vardas22964   Pavarde22964                5.09
    Vardas22965   Pavarde22965                5.61
    Vardas22967   Pavarde22967                5.85
    Vardas22970   Pavarde22970                6.37
    Vardas22971   Pavarde22971                5.38
    Vardas22972   Pavarde22972                7.83
    Vardas22976   Pavarde22976                6.61
    Vardas22979   Pavarde22979                6.84
    Vardas22980   Pavarde22980                5.69
    Vardas22983   Pavarde22983                8.47
    Vardas22984   Pavarde22984                5.91
    Vardas22985   Pavarde22985                5.24
    Vardas22987   Pavarde22987                7.58
    Vardas22988   Pavarde22988                8.28
    Vardas22990   Pavarde22990                6.74
    Vardas22993   Pavarde22993                5.27
    Vardas22994   Pavarde22994                5.55
    Vardas22995   Pavarde22995                6.79
    Vardas22996   Pavarde22996                6.75
    Vardas22998   Pavarde22998                7.05
    Vardas22999   Pavarde22999                7.11
    Vardas23000   Pavarde23000                7.94
    Vardas23002   Pavarde23002                6.99
    Vardas23006   Pavarde23006                5.43
    Vardas23008   Pavarde23008                5.16
    Vardas23010   Pavarde23010                6.18
    Vardas23012   Pavarde23012                7.11
    Vardas23013   Pavarde23013                8.25
    Vardas23014   Pavarde23014                5.34
    Vardas23017   Pavarde23017                7.07
    Vardas23020   Pavarde23020                5.04
    Vardas23021   Pavarde23021                8.51
    Vardas23022   Pavarde23022                5.71
    Vardas23023   Pavarde23023                5.83
    Vardas23024   Pavarde23024                7.49
    Vardas23025   Pavarde23025                7.48
    Vardas23027   Pavarde23027                6.56
    Vardas23028   Pavarde23028                6.39
    Vardas23029   Pavarde23029                6.22
    Vardas23030   Pavarde23030                8.26
    Vardas23032   Pavarde23032                6.09
    Vardas23034   Pavarde23034                8.65
    Vardas23035   Pavarde23035                6.38
    Vardas23036   Pavarde23036                5.36
    Vardas23038   Pavarde23038                8.39
    Vardas23040   Pavarde23040                7.89
    Vardas23041   Pavarde23041                6.99
    Vardas23043   Pavarde23043                7.45
    Vardas23044   Pavarde23044                6.24
    Vardas23045   Pavarde23045                5.61
    Vardas23049   Pavarde23049                5.08
    Vardas23050   Pavarde23050                7.35
    Vardas23051   Pavarde23051                6.66
    Vardas23052   Pavarde23052                6.24
    Vardas23055   Pavarde23055                7.26
    Vardas23056   Pavarde23056                6.09
    Vardas23058   Pavarde23058                5.63
    Vardas23060   Pavarde23060                6.93
    Vardas23061   Pavarde23061                5.03
    Vardas23063   Pavarde23063                6.68
    Vardas23065   Pavarde23065                5.42
    Vardas23069   Pavarde23069                8.78
    Vardas23070   Pavarde23070                7.13
    Vardas23071   Pavarde23071                5.49
    Vardas23073   Pavarde23073                8.15
    Vardas23074   Pavarde23074                6.48
    Vardas23076   Pavarde23076                7.09
    Vardas23078   Pavarde23078                6.28
    Vardas23079   Pavarde23079                6.15
    Vardas23082   Pavarde23082                6.04
    Vardas23084   Pavarde23084                5.07
    Vardas23086   Pavarde23086                6.77
    Vardas23087   Pavarde23087                5.70
    Vardas23088   Pavarde23088                7.73
    Vardas23089   Pavarde23089                6.01
    Vardas23090   Pavarde23090                7.26
    Vardas23091   Pavarde23091                5.63
    Vardas23093   Pavarde23093                6.10
    Vardas23094   Pavarde23094                6.70
    Vardas23097   Pavarde23097                5.82
    Vardas23099   Pavarde23099                6.94
    Vardas23102   Pavarde23102                5.07
    Vardas23103   Pavarde23103                5.16
    Vardas23105   Pavarde23105                6.57
    Vardas23106   Pavarde23106                7.94
    Vardas23108   Pavarde23108                5.94
    Vardas23109   Pavarde23109                5.03
    Vardas23114   Pavarde23114                7.85
    Vardas23117   Pavarde23117                7.75
    Vardas23118   Pavarde23118                5.42
    Vardas23119   Pavarde23119                7.54
    Vardas23120   Pavarde23120                5.51
    Vardas23122   Pavarde23122                8.40
    Vardas23124   Pavarde23124                6.42
    Vardas23126   Pavarde23126                8.78
    Vardas23127   Pavarde23127                5.05
    Vardas23130   Pavarde23130                7.36
    Vardas23132   Pavarde23132                5.59
    Vardas23133   Pavarde23133                6.06
    Vardas23134   Pavarde23134                8.38
    Vardas23135   Pavarde23135                7.76
    Vardas23136   Pavarde23136                5.36
    Vardas23137   Pavarde23137                7.97
    Vardas23138   Pavarde23138                7.47
    Vardas23139   Pavarde23139                5.03
    Vardas23141   Pavarde23141                6.68
    Vardas23144   Pavarde23144                6.37
    Vardas23148   Pavarde23148                6.62
    Vardas23149   Pavarde23149                6.56
    Vardas23150   Pavarde23150                7.12
    Vardas23151   Pavarde23151                8.15
    Vardas23152   Pavarde23152                5.78
    Vardas23154   Pavarde23154                5.85
    Vardas23157   Pavarde23157                5.62
    Vardas23159   Pavarde23159                8.47
    Vardas23161   Pavarde23161                7.08
    Vardas23162   Pavarde23162                7.78
    Vardas23163   Pavarde23163                7.24
    Vardas23164   Pavarde23164                7.23
    Vardas23165   Pavarde23165                8.38
    Vardas23166   Pavarde23166                7.21
    Vardas23167   Pavarde23167                6.44
    Vardas23169   Pavarde23169                6.11
    Vardas23170   Pavarde23170                7.56
    Vardas23171   Pavarde23171                7.69
    Vardas23174   Pavarde23174                6.47
    Vardas23175   Pavarde23175                8.38
    Vardas23177   Pavarde23177                5.19
    Vardas23179   Pavarde23179                7.04
    Vardas23181   Pavarde23181                7.60
    Vardas23182   Pavarde23182                7.84
    Vardas23183   Pavarde23183                6.61
    Vardas23184   Pavarde23184                7.11
    Vardas23186   Pavarde23186                5.08
    Vardas23189   Pavarde23189                6.22
    Vardas23191   Pavarde23191                5.53
    Vardas23192   Pavarde23192                6.16
    Vardas23193   Pavarde23193                5.53
    Vardas23195   Pavarde23195                5.94
    Vardas23196   Pavarde23196                5.38
    Vardas23197   Pavarde23197                7.99
    Vardas23202   Pavarde23202                5.50
    Vardas23203   Pavarde23203                5.50
    Vardas23204   Pavarde23204                8.22
    Vardas23205   Pavarde23205                6.17
    Vardas23207   Pavarde23207                5.62
    Vardas23209   Pavarde23209                8.18
    Vardas23210   Pavarde23210                7.23
    Vardas23211   Pavarde23211                7.06
    Vardas23212   Pavarde23212                7.11
    Vardas23214   Pavarde23214                5.11
    Vardas23215   Pavarde23215                5.76
    Vardas23218   Pavarde23218                8.33
    Vardas23219   Pavarde23219                5.12
    Vardas23220   Pavarde23220                7.22
    Vardas23221   Pavarde23221                5.79
    Vardas23223   Pavarde23223                8.47
    Vardas23230   Pavarde23230                7.08
    Vardas23232   Pavarde23232                8.04
    Vardas23233   Pavarde23233                7.50
    Vardas23234   Pavarde23234                5.27
    Vardas23237   Pavarde23237                6.72
    Vardas23238   Pavarde23238                6.40
    Vardas23239   Pavarde23239                6.30
    Vardas23242   Pavarde23242                7.83
    Vardas23244   Pavarde23244                5.51
    Vardas23245   Pavarde23245                6.76
    Vardas23247   Pavarde23247                5.22
    Vardas23254   Pavarde23254                6.40
    Vardas23256   Pavarde23256                7.92
    Vardas23257   Pavarde23257                7.35
    Vardas23258   Pavarde23258                7.47
    Vardas23262   Pavarde23262                6.58
    Vardas23264   Pavarde23264                5.24
    Vardas23265   Pavarde23265                6.32
    Vardas23266   Pavarde23266                7.58
    Vardas23267   Pavarde23267                5.22
    Vardas23269   Pavarde23269                5.83
    Vardas23270   Pavarde23270                5.17
    Vardas23271   Pavarde23271                5.45
    Vardas23272   Pavarde23272                5.92
    Vardas23273   Pavarde23273                7.17
    Vardas23275   Pavarde23275                6.26
    Vardas23278   Pavarde23278                7.58
    Vardas23280   Pavarde23280                6.21
    Vardas23281   Pavarde23281                5.08
    Vardas23282   Pavarde23282                6.23
    Vardas23283   Pavarde23283                5.53
    Vardas23284   Pavarde23284                6.19
    Vardas23286   Pavarde23286                7.11
    Vardas23287   Pavarde23287                5.15
    Vardas23288   Pavarde23288                5.44
    Vardas23289   Pavarde23289                5.50
    Vardas23292   Pavarde23292                7.09
    Vardas23293   Pavarde23293                5.87
    Vardas23295   Pavarde23295                6.97
    Vardas23296   Pavarde23296                6.21
    Vardas23298   Pavarde23298                7.64
    Vardas23300   Pavarde23300                5.90
    Vardas23302   Pavarde23302                6.67
    Vardas23303   Pavarde23303                7.72
    Vardas23304   Pavarde23304                5.92
    Vardas23305   Pavarde23305                7.78
    Vardas23306   Pavarde23306                7.43
    Vardas23308   Pavarde23308                5.16
    Vardas23309   Pavarde23309                7.26
    Vardas23310   Pavarde23310                5.88
    Vardas23311   Pavarde23311                7.77
    Vardas23313   Pavarde23313                5.20
    Vardas23314   Pavarde23314                7.36
    Vardas23318   Pavarde23318                8.76
    Vardas23319   Pavarde23319                6.29
    Vardas23321   Pavarde23321                6.38
    Vardas23322   Pavarde23322                8.15
    Vardas23323   Pavarde23323                5.81
    Vardas23324   Pavarde23324                6.26
    Vardas23327   Pavarde23327                8.94
    Vardas23328   Pavarde23328                5.83
    Vardas23329   Pavarde23329                5.08
    Vardas23330   Pavarde23330                8.61
    Vardas23331   Pavarde23331                5.93
    Vardas23332   Pavarde23332                6.90
    Vardas23334   Pavarde23334                7.35
    Vardas23336   Pavarde23336                6.39
    Vardas23339   Pavarde23339                7.46
    Vardas23344   Pavarde23344                7.59
    Vardas23347   Pavarde23347                6.15
    Vardas23349   Pavarde23349                5.67
    Vardas23351   Pavarde23351                6.44
    Vardas23355   Pavarde23355                5.15
    Vardas23359   Pavarde23359                7.04
    Vardas23360   Pavarde23360                5.66
    Vardas23362   Pavarde23362                7.76
    Vardas23367   Pavarde23367                5.38
    Vardas23368   Pavarde23368                7.60
    Vardas23370   Pavarde23370                7.56
    Vardas23371   Pavarde23371                6.79
    Vardas23372   Pavarde23372                5.89
    Vardas23373   Pavarde23373                6.55
    Vardas23375   Pavarde23375                7.58
    Vardas23378   Pavarde23378                7.03
    Vardas23379   Pavarde23379                7.86
    Vardas23380   Pavarde23380                8.09
    Vardas23381   Pavarde23381                6.28
    Vardas23386   Pavarde23386                6.43
    Vardas23388   Pavarde23388                8.45
    Vardas23390   Pavarde23390                7.15
    Vardas23392   Pavarde23392                6.15
    Vardas23394   Pavarde23394                5.11
    Vardas23395   Pavarde23395                7.41
    Vardas23396   Pavarde23396                6.34
    Vardas23400   Pavarde23400                7.49
    Vardas23401   Pavarde23401                6.59
    Vardas23402   Pavarde23402                7.32
    Vardas23403   Pavarde23403                5.35
    Vardas23408   Pavarde23408                5.72
    Vardas23409   Pavarde23409                6.57
    Vardas23410   Pavarde23410                6.83
    Vardas23411   Pavarde23411                5.39
    Vardas23414   Pavarde23414                7.24
    Vardas23417   Pavarde23417                5.85
    Vardas23418   Pavarde23418                8.24
    Vardas23420   Pavarde23420                6.37
    Vardas23423   Pavarde23423                6.88
    Vardas23424   Pavarde23424                8.49
    Vardas23426   Pavarde23426                8.15
    Vardas23427   Pavarde23427                6.31
    Vardas23428   Pavarde23428                6.64
    Vardas23429   Pavarde23429                6.22
    Vardas23430   Pavarde23430                6.86
    Vardas23431   Pavarde23431                5.54
    Vardas23432   Pavarde23432                6.52
    Vardas23433   Pavarde23433                5.21
    Vardas23435   Pavarde23435                7.07
    Vardas23436   Pavarde23436                7.88
    Vardas23437   Pavarde23437                5.87
    Vardas23439   Pavarde23439                7.12
    Vardas23440   Pavarde23440                8.25
    Vardas23441   Pavarde23441                7.06
    Vardas23442   Pavarde23442                7.81
    Vardas23443   Pavarde23443                5.08
    Vardas23448   Pavarde23448                7.91
    Vardas23450   Pavarde23450                5.23
    Vardas23451   Pavarde23451                6.25
    Vardas23452   Pavarde23452                5.21
    Vardas23455   Pavarde23455                5.86
    Vardas23457   Pavarde23457                7.25
    Vardas23458   Pavarde23458                5.51
    Vardas23459   Pavarde23459                5.78
    Vardas23460   Pavarde23460                8.09
    Vardas23461   Pavarde23461                6.20
    Vardas23462   Pavarde23462                5.63
    Vardas23464   Pavarde23464                5.15
    Vardas23465   Pavarde23465                5.81
    Vardas23467   Pavarde23467                6.08
    Vardas23468   Pavarde23468                5.44
    Vardas23469   Pavarde23469                6.26
    Vardas23471   Pavarde23471                5.91
    Vardas23472   Pavarde23472                5.70
    Vardas23473   Pavarde23473                8.62
    Vardas23481   Pavarde23481                6.14
    Vardas23484   Pavarde23484                5.01
    Vardas23485   Pavarde23485                6.67
    Vardas23487   Pavarde23487                5.20
    Vardas23488   Pavarde23488                5.75
    Vardas23489   Pavarde23489                5.47
    Vardas23491   Pavarde23491                5.28
    Vardas23492   Pavarde23492                5.48
    Vardas23493   Pavarde23493                6.89
    Vardas23494   Pavarde23494                5.54
    Vardas23498   Pavarde23498                7.65
    Vardas23500   Pavarde23500                5.60
    Vardas23501   Pavarde23501                6.17
    Vardas23504   Pavarde23504                7.88
    Vardas23507   Pavarde23507                6.06
    Vardas23509   Pavarde23509                6.66
    Vardas23510   Pavarde23510                7.19
    Vardas23512   Pavarde23512                7.03
    Vardas23513   Pavarde23513                8.45
    Vardas23514   Pavarde23514                5.65
    Vardas23517   Pavarde23517                5.82
    Vardas23519   Pavarde23519                6.52
    Vardas23520   Pavarde23520                7.05
    Vardas23521   Pavarde23521                5.09
    Vardas23522   Pavarde23522                5.27
    Vardas23524   Pavarde23524                5.29
    Vardas23526   Pavarde23526                7.36
    Vardas23530   Pavarde23530                5.24
    Vardas23531   Pavarde23531                5.34
    Vardas23532   Pavarde23532                5.43
    Vardas23535   Pavarde23535                6.48
    Vardas23539   Pavarde23539                8.15
    Vardas23540   Pavarde23540                7.90
    Vardas23541   Pavarde23541                7.86
    Vardas23542   Pavarde23542                5.58
    Vardas23543   Pavarde23543                5.85
    Vardas23547   Pavarde23547                6.13
    Vardas23549   Pavarde23549                6.27
    Vardas23553   Pavarde23553                7.74
    Vardas23554   Pavarde23554                7.46
    Vardas23556   Pavarde23556                5.22
    Vardas23559   Pavarde23559                7.25
    Vardas23562   Pavarde23562                6.10
    Vardas23563   Pavarde23563                6.03
    Vardas23565   Pavarde23565                5.27
    Vardas23566   Pavarde23566                6.33
    Vardas23567   Pavarde23567                6.77
    Vardas23568   Pavarde23568                6.65
    Vardas23569   Pavarde23569                5.52
    Vardas23570   Pavarde23570                7.92
    Vardas23571   Pavarde23571                5.48
    Vardas23573   Pavarde23573                7.59
    Vardas23575   Pavarde23575                7.08
    Vardas23577   Pavarde23577                6.88
    Vardas23578   Pavarde23578                6.85
    Vardas23580   Pavarde23580                8.18
    Vardas23582   Pavarde23582                5.33
    Vardas23583   Pavarde23583                5.94
    Vardas23584   Pavarde23584                6.14
    Vardas23585   Pavarde23585                7.62
    Vardas23586   Pavarde23586                7.48
    Vardas23589   Pavarde23589                8.37
    Vardas23591   Pavarde23591                6.28
    Vardas23592   Pavarde23592                5.53
    Vardas23594   Pavarde23594                5.90
    Vardas23597   Pavarde23597                8.17
    Vardas23598   Pavarde23598                6.30
    Vardas23599   Pavarde23599                7.66
    Vardas23601   Pavarde23601                7.17
    Vardas23602   Pavarde23602                5.13
    Vardas23603   Pavarde23603                5.77
    Vardas23606   Pavarde23606                6.42
    Vardas23608   Pavarde23608                5.33
    Vardas23610   Pavarde23610                6.40
    Vardas23612   Pavarde23612                5.85
    Vardas23614   Pavarde23614                5.84
    Vardas23616   Pavarde23616                6.91
    Vardas23617   Pavarde23617                7.44
    Vardas23618   Pavarde23618                6.37
    Vardas23621   Pavarde23621                5.09
    Vardas23622   Pavarde23622                5.18
    Vardas23624   Pavarde23624                7.25
    Vardas23625   Pavarde23625                6.58
    Vardas23630   Pavarde23630                5.30
    Vardas23631   Pavarde23631                6.91
    Vardas23632   Pavarde23632                7.71
    Vardas23634   Pavarde23634                6.72
    Vardas23636   Pavarde23636                7.31
    Vardas23638   Pavarde23638                5.07
    Vardas23639   Pavarde23639                7.74
    Vardas23640   Pavarde23640                5.61
    Vardas23641   Pavarde23641                5.20
    Vardas23643   Pavarde23643                7.78
    Vardas23647   Pavarde23647                7.41
    Vardas23650   Pavarde23650                7.79
    Vardas23652   Pavarde23652                8.06
    Vardas23654   Pavarde23654                5.59
    Vardas23655   Pavarde23655                5.33
    Vardas23658   Pavarde23658                6.55
    Vardas23659   Pavarde23659                5.56
    Vardas23661   Pavarde23661                6.52
    Vardas23664   Pavarde23664                5.28
    Vardas23665   Pavarde23665                5.36
    Vardas23668   Pavarde23668                6.75
    Vardas23669   Pavarde23669                8.16
    Vardas23670   Pavarde23670                6.61
    Vardas23671   Pavarde23671                6.32
    Vardas23672   Pavarde23672                7.55
    Vardas23675   Pavarde23675                6.66
    Vardas23676   Pavarde23676                6.79
    Vardas23677   Pavarde23677                6.56
    Vardas23678   Pavarde23678                6.90
    Vardas23679   Pavarde23679                5.27
    Vardas23681   Pavarde23681                5.24
    Vardas23682   Pavarde23682                5.84
    Vardas23683   Pavarde23683                8.34
    Vardas23687   Pavarde23687                6.45
    Vardas23688   Pavarde23688                7.95
    Vardas23690   Pavarde23690                7.92
    Vardas23691   Pavarde23691                6.16
    Vardas23694   Pavarde23694                7.87
    Vardas23695   Pavarde23695                5.88
    Vardas23696   Pavarde23696                7.80
    Vardas23697   Pavarde23697                5.61
    Vardas23700   Pavarde23700                7.41
    Vardas23702   Pavarde23702                8.66
    Vardas23703   Pavarde23703                7.08
    Vardas23704   Pavarde23704                5.38
    Vardas23709   Pavarde23709                7.21
    Vardas23711   Pavarde23711                5.72
    Vardas23712   Pavarde23712                8.13
    Vardas23713   Pavarde23713                6.66
    Vardas23714   Pavarde23714                6.27
    Vardas23718   Pavarde23718                7.27
    Vardas23720   Pavarde23720                6.71
    Vardas23722   Pavarde23722                6.22
    Vardas23723   Pavarde23723                6.83
    Vardas23726   Pavarde23726                7.63
    Vardas23727   Pavarde23727                7.29
    Vardas23731   Pavarde23731                5.79
    Vardas23732   Pavarde23732                7.44
    Vardas23734   Pavarde23734                5.90
    Vardas23735   Pavarde23735                6.61
    Vardas23739   Pavarde23739                6.21
    Vardas23740   Pavarde23740                8.64
    Vardas23741   Pavarde23741                7.04
    Vardas23742   Pavarde23742                7.54
    Vardas23743   Pavarde23743                8.47
    Vardas23744   Pavarde23744                7.62
    Vardas23745   Pavarde23745                6.10
    Vardas23748   Pavarde23748                5.45
    Vardas23750   Pavarde23750                6.28
    Vardas23751   Pavarde23751                6.00
    Vardas23752   Pavarde23752                5.70
    Vardas23755   Pavarde23755                5.90
    Vardas23757   Pavarde23757                7.82
    Vardas23759   Pavarde23759                6.13
    Vardas23760   Pavarde23760                5.57
    Vardas23761   Pavarde23761                6.82
    Vardas23762   Pavarde23762                5.00
    Vardas23763   Pavarde23763                5.92
    Vardas23765   Pavarde23765                6.24
    Vardas23766   Pavarde23766                8.32
    Vardas23767   Pavarde23767                6.98
    Vardas23768   Pavarde23768                5.77
    Vardas23770   Pavarde23770                5.35
    Vardas23771   Pavarde23771                6.25
    Vardas23772   Pavarde23772                5.70
    Vardas23773   Pavarde23773                7.36
    Vardas23775   Pavarde23775                5.19
    Vardas23777   Pavarde23777                7.68
    Vardas23779   Pavarde23779                6.79
    Vardas23780   Pavarde23780                7.50
    Vardas23781   Pavarde23781                8.49
    Vardas23782   Pavarde23782                5.88
    Vardas23783   Pavarde23783                7.61
    Vardas23786   Pavarde23786                6.59
    Vardas23787   Pavarde23787                7.13
    Vardas23788   Pavarde23788                7.83
    Vardas23789   Pavarde23789                5.54
    Vardas23790   Pavarde23790                6.24
    Vardas23792   Pavarde23792                6.70
    Vardas23793   Pavarde23793                5.18
    Vardas23794   Pavarde23794                8.28
    Vardas23795   Pavarde23795                7.55
    Vardas23800   Pavarde23800                6.20
    Vardas23801   Pavarde23801                7.65
    Vardas23802   Pavarde23802                5.48
    Vardas23803   Pavarde23803                5.27
    Vardas23804   Pavarde23804                6.21
    Vardas23807   Pavarde23807                8.10
    Vardas23813   Pavarde23813                6.66
    Vardas23814   Pavarde23814                6.15
    Vardas23815   Pavarde23815                6.92
    Vardas23817   Pavarde23817                5.55
    Vardas23823   Pavarde23823                7.42
    Vardas23825   Pavarde23825                5.13
    Vardas23826   Pavarde23826                7.61
    Vardas23828   Pavarde23828                7.11
    Vardas23829   Pavarde23829                7.70
    Vardas23830   Pavarde23830                6.68
    Vardas23831   Pavarde23831                8.64
    Vardas23832   Pavarde23832                5.33
    Vardas23833   Pavarde23833                6.58
    Vardas23834   Pavarde23834                6.93
    Vardas23836   Pavarde23836                6.80
    Vardas23838   Pavarde23838                5.26
    Vardas23840   Pavarde23840                5.27
    Vardas23846   Pavarde23846                8.31
    Vardas23848   Pavarde23848                7.81
    Vardas23849   Pavarde23849                8.00
    Vardas23850   Pavarde23850                6.44
    Vardas23851   Pavarde23851                6.95
    Vardas23854   Pavarde23854                6.92
    Vardas23855   Pavarde23855                7.18
    Vardas23856   Pavarde23856                7.15
    Vardas23858   Pavarde23858                6.44
    Vardas23859   Pavarde23859                7.17
    Vardas23861   Pavarde23861                5.82
    Vardas23865   Pavarde23865                7.21
    Vardas23867   Pavarde23867                6.75
    Vardas23868   Pavarde23868                6.21
    Vardas23869   Pavarde23869                5.73
    Vardas23872   Pavarde23872                6.60
    Vardas23873   Pavarde23873                5.78
    Vardas23875   Pavarde23875                6.95
    Vardas23879   Pavarde23879                7.75
    Vardas23880   Pavarde23880                6.89
    Vardas23881   Pavarde23881                8.34
    Vardas23882   Pavarde23882                6.01
    Vardas23884   Pavarde23884                7.64
    Vardas23886   Pavarde23886                5.16
    Vardas23887   Pavarde23887                6.39
    Vardas23888   Pavarde23888                6.00
    Vardas23891   Pavarde23891                5.82
    Vardas23898   Pavarde23898                7.84
    Vardas23905   Pavarde23905                6.97
    Vardas23906   Pavarde23906                5.66
    Vardas23909   Pavarde23909                7.93
    Vardas23911   Pavarde23911                8.39
    Vardas23912   Pavarde23912                5.31
    Vardas23913   Pavarde23913                5.53
    Vardas23914   Pavarde23914                5.57
    Vardas23917   Pavarde23917                7.84
    Vardas23918   Pavarde23918                6.18
    Vardas23919   Pavarde23919                6.50
    Vardas23922   Pavarde23922                5.36
    Vardas23923   Pavarde23923                7.71
    Vardas23925   Pavarde23925                5.70
    Vardas23926   Pavarde23926                7.64
    Vardas23929   Pavarde23929                6.48
    Vardas23930   Pavarde23930                6.04
    Vardas23931   Pavarde23931                6.83
    Vardas23932   Pavarde23932                6.83
    Vardas23934   Pavarde23934                5.59
    Vardas23936   Pavarde23936                5.97
    Vardas23937   Pavarde23937                8.33
    Vardas23938   Pavarde23938                7.86
    Vardas23939   Pavarde23939                8.67
    Vardas23940   Pavarde23940                6.81
    Vardas23944   Pavarde23944                5.74
    Vardas23945   Pavarde23945                7.37
    Vardas23947   Pavarde23947                6.97
    Vardas23948   Pavarde23948                6.41
    Vardas23949   Pavarde23949                5.71
    Vardas23950   Pavarde23950                6.11
    Vardas23951   Pavarde23951                7.17
    Vardas23952   Pavarde23952                5.77
    Vardas23954   Pavarde23954                6.89
    Vardas23956   Pavarde23956                6.40
    Vardas23957   Pavarde23957                6.03
    Vardas23958   Pavarde23958                8.06
    Vardas23959   Pavarde23959                5.04
    Vardas23960   Pavarde23960                5.20
    Vardas23962   Pavarde23962                5.04
    Vardas23964   Pavarde23964                5.94
    Vardas23966   Pavarde23966                6.55
    Vardas23967   Pavarde23967                6.71
    Vardas23968   Pavarde23968                5.71
    Vardas23969   Pavarde23969                5.45
    Vardas23973   Pavarde23973                7.22
    Vardas23978   Pavarde23978                5.50
    Vardas23980   Pavarde23980                6.10
    Vardas23981   Pavarde23981                8.46
    Vardas23983   Pavarde23983                7.63
    Vardas23984   Pavarde23984                7.01
    Vardas23985   Pavarde23985                5.87
    Vardas23987   Pavarde23987                7.71
    Vardas23989   Pavarde23989                6.30
    Vardas23990   Pavarde23990                5.03
    Vardas23991   Pavarde23991                7.81
    Vardas23993   Pavarde23993                7.76
    Vardas23994   Pavarde23994                6.52
    Vardas23995   Pavarde23995                7.27
    Vardas23997   Pavarde23997                6.80
    Vardas23999   Pavarde23999                7.60
    Vardas24000   Pavarde24000                6.57
    Vardas24001   Pavarde24001                6.01
    Vardas24002   Pavarde24002                6.49
    Vardas24005   Pavarde24005                7.06
    Vardas24006   Pavarde24006                6.92
    Vardas24009   Pavarde24009                7.82
    Vardas24011   Pavarde24011                7.00
    Vardas24015   Pavarde24015                7.34
    Vardas24016   Pavarde24016                7.05
    Vardas24017   Pavarde24017                7.92
    Vardas24018   Pavarde24018                6.68
    Vardas24019   Pavarde24019                7.12
    Vardas24020   Pavarde24020                7.77
    Vardas24021   Pavarde24021                7.28
    Vardas24022   Pavarde24022                7.35
    Vardas24024   Pavarde24024                6.20
    Vardas24025   Pavarde24025                7.56
    Vardas24026   Pavarde24026                5.50
    Vardas24027   Pavarde24027                8.97
    Vardas24031   Pavarde24031                7.58
    Vardas24032   Pavarde24032                7.40
    Vardas24035   Pavarde24035                5.81
    Vardas24036   Pavarde24036                6.44
    Vardas24037   Pavarde24037                5.53
    Vardas24038   Pavarde24038                6.29
    Vardas24040   Pavarde24040                8.41
    Vardas24041   Pavarde24041                7.13
    Vardas24042   Pavarde24042                6.46
    Vardas24047   Pavarde24047                7.02
    Vardas24048   Pavarde24048                5.19
    Vardas24049   Pavarde24049                5.36
    Vardas24052   Pavarde24052                5.53
    Vardas24053   Pavarde24053                5.41
    Vardas24054   Pavarde24054                8.54
    Vardas24056   Pavarde24056                5.05
    Vardas24058   Pavarde24058                5.11
    Vardas24059   Pavarde24059                7.34
    Vardas24061   Pavarde24061                6.55
    Vardas24062   Pavarde24062                7.40
    Vardas24063   Pavarde24063                5.93
    Vardas24066   Pavarde24066                5.40
    Vardas24068   Pavarde24068                5.37
    Vardas24069   Pavarde24069                5.75
    Vardas24070   Pavarde24070                5.74
    Vardas24072   Pavarde24072                5.15
    Vardas24075   Pavarde24075                6.72
    Vardas24076   Pavarde24076                6.31
    Vardas24078   Pavarde24078                6.83
    Vardas24081   Pavarde24081                6.01
    Vardas24084   Pavarde24084                5.86
    Vardas24086   Pavarde24086                5.57
    Vardas24089   Pavarde24089                6.99
    Vardas24092   Pavarde24092                6.27
    Vardas24097   Pavarde24097                5.69
    Vardas24099   Pavarde24099                6.68
    Vardas24102   Pavarde24102                6.17
    Vardas24103   Pavarde24103                8.32
    Vardas24104   Pavarde24104                7.73
    Vardas24110   Pavarde24110                6.08
    Vardas24111   Pavarde24111                7.60
    Vardas24112   Pavarde24112                7.85
    Vardas24113   Pavarde24113                5.04
    Vardas24114   Pavarde24114                7.78
    Vardas24116   Pavarde24116                7.56
    Vardas24117   Pavarde24117                5.49
    Vardas24118   Pavarde24118                6.25
    Vardas24119   Pavarde24119                5.73
    Vardas24121   Pavarde24121                7.64
    Vardas24123   Pavarde24123                6.85
    Vardas24124   Pavarde24124                6.46
    Vardas24125   Pavarde24125                6.52
    Vardas24126   Pavarde24126                6.32
    Vardas24127   Pavarde24127                5.94
    Vardas24129   Pavarde24129                5.18
    Vardas24130   Pavarde24130                6.61
    Vardas24131   Pavarde24131                6.08
    Vardas24132   Pavarde24132                5.09
    Vardas24133   Pavarde24133                7.83
    Vardas24134   Pavarde24134                8.37
    Vardas24136   Pavarde24136                6.55
    Vardas24138   Pavarde24138                7.83
    Vardas24140   Pavarde24140                8.33
    Vardas24141   Pavarde24141                6.55
    Vardas24142   Pavarde24142                5.78
    Vardas24143   Pavarde24143                6.34
    Vardas24144   Pavarde24144                7.76
    Vardas24146   Pavarde24146                7.99
    Vardas24147   Pavarde24147                6.21
    Vardas24149   Pavarde24149                7.28
    Vardas24151   Pavarde24151                6.46
