         Vardas        Pavarde     Galutinis balas
     Vardas6774    Pavarde6774                4.39
     Vardas6775    Pavarde6775                2.68
     Vardas6778    Pavarde6778                3.92
     Vardas6781    Pavarde6781                4.90
     Vardas6783    Pavarde6783                4.78
     Vardas6787    Pavarde6787                4.14
     Vardas6790    Pavarde6790                3.72
     Vardas6791    Pavarde6791                4.59
     Vardas6794    Pavarde6794                4.82
     Vardas6798    Pavarde6798                3.64
     Vardas6799    Pavarde6799                4.18
     Vardas6801    Pavarde6801                3.07
     Vardas6803    Pavarde6803                4.13
     Vardas6805    Pavarde6805                2.92
     Vardas6806    Pavarde6806                4.18
     Vardas6808    Pavarde6808                3.76
     Vardas6810    Pavarde6810                4.62
     Vardas6812    Pavarde6812                4.57
     Vardas6813    Pavarde6813                4.44
     Vardas6815    Pavarde6815                4.00
     Vardas6819    Pavarde6819                4.02
     Vardas6824    Pavarde6824                4.94
     Vardas6827    Pavarde6827                4.54
     Vardas6831    Pavarde6831                2.77
     Vardas6839    Pavarde6839                3.89
     Vardas6843    Pavarde6843                4.04
     Vardas6848    Pavarde6848                4.73
     Vardas6850    Pavarde6850                3.53
     Vardas6852    Pavarde6852                3.80
     Vardas6853    Pavarde6853                4.76
     Vardas6854    Pavarde6854                3.26
     Vardas6855    Pavarde6855                4.36
     Vardas6856    Pavarde6856                4.69
     Vardas6862    Pavarde6862                3.27
     Vardas6863    Pavarde6863                3.92
     Vardas6865    Pavarde6865                4.58
     Vardas6871    Pavarde6871                3.49
     Vardas6874    Pavarde6874                3.61
     Vardas6876    Pavarde6876                2.67
     Vardas6877    Pavarde6877                4.88
     Vardas6881    Pavarde6881                4.07
     Vardas6884    Pavarde6884                4.85
     Vardas6885    Pavarde6885                3.88
     Vardas6886    Pavarde6886                4.93
     Vardas6887    Pavarde6887                3.01
     Vardas6889    Pavarde6889                4.41
     Vardas6890    Pavarde6890                4.20
     Vardas6894    Pavarde6894                3.66
     Vardas6896    Pavarde6896                3.71
     Vardas6897    Pavarde6897                3.68
     Vardas6898    Pavarde6898                3.18
     Vardas6901    Pavarde6901                4.45
     Vardas6903    Pavarde6903                4.60
     Vardas6904    Pavarde6904                3.32
     Vardas6911    Pavarde6911                2.76
     Vardas6912    Pavarde6912                3.26
     Vardas6913    Pavarde6913                3.21
     Vardas6924    Pavarde6924                4.76
     Vardas6925    Pavarde6925                3.75
     Vardas6929    Pavarde6929                4.87
     Vardas6930    Pavarde6930                4.62
     Vardas6934    Pavarde6934                2.68
     Vardas6940    Pavarde6940                3.21
     Vardas6944    Pavarde6944                4.87
     Vardas6945    Pavarde6945                4.19
     Vardas6947    Pavarde6947                4.04
     Vardas6948    Pavarde6948                4.59
     Vardas6953    Pavarde6953                4.29
     Vardas6955    Pavarde6955                4.97
     Vardas6960    Pavarde6960                3.75
     Vardas6962    Pavarde6962                4.49
     Vardas6968    Pavarde6968                3.33
     Vardas6971    Pavarde6971                3.10
     Vardas6981    Pavarde6981                2.30
     Vardas6982    Pavarde6982                4.30
     Vardas6984    Pavarde6984                2.39
     Vardas6989    Pavarde6989                4.49
     Vardas6993    Pavarde6993                2.96
     Vardas6996    Pavarde6996                3.31
     Vardas6998    Pavarde6998                3.22
     Vardas6999    Pavarde6999                4.42
     Vardas7000    Pavarde7000                4.33
     Vardas7003    Pavarde7003                4.98
     Vardas7004    Pavarde7004                3.34
     Vardas7007    Pavarde7007                3.62
     Vardas7008    Pavarde7008                4.54
     Vardas7010    Pavarde7010                4.19
     Vardas7011    Pavarde7011                4.96
     Vardas7013    Pavarde7013                3.21
     Vardas7015    Pavarde7015                2.95
     Vardas7025    Pavarde7025                4.23
     Vardas7030    Pavarde7030                4.37
     Vardas7031    Pavarde7031                4.08
     Vardas7032    Pavarde7032                4.16
     Vardas7035    Pavarde7035                4.41
     Vardas7038    Pavarde7038                3.11
     Vardas7043    Pavarde7043                4.19
     Vardas7044    Pavarde7044                4.85
     Vardas7045    Pavarde7045                4.12
     Vardas7046    Pavarde7046                4.58
     Vardas7048    Pavarde7048                4.44
     Vardas7050    Pavarde7050                2.70
     Vardas7051    Pavarde7051                4.11
     Vardas7052    Pavarde7052                4.75
     Vardas7053    Pavarde7053                3.08
     Vardas7054    Pavarde7054                3.80
     Vardas7055    Pavarde7055                3.35
     Vardas7058    Pavarde7058                2.98
     Vardas7059    Pavarde7059                4.60
     Vardas7065    Pavarde7065                3.71
     Vardas7070    Pavarde7070                2.48
     Vardas7071    Pavarde7071                2.87
     Vardas7073    Pavarde7073                4.89
     Vardas7075    Pavarde7075                3.49
     Vardas7077    Pavarde7077                2.89
     Vardas7079    Pavarde7079                2.52
     Vardas7080    Pavarde7080                3.93
     Vardas7083    Pavarde7083                2.83
     Vardas7087    Pavarde7087                4.33
     Vardas7090    Pavarde7090                2.92
     Vardas7091    Pavarde7091                4.41
     Vardas7092    Pavarde7092                3.80
     Vardas7095    Pavarde7095                2.76
     Vardas7096    Pavarde7096                3.13
     Vardas7097    Pavarde7097                4.94
     Vardas7099    Pavarde7099                2.48
     Vardas7101    Pavarde7101                3.94
     Vardas7102    Pavarde7102                3.97
     Vardas7110    Pavarde7110                3.79
     Vardas7112    Pavarde7112                4.00
     Vardas7117    Pavarde7117                2.86
     Vardas7118    Pavarde7118                2.84
     Vardas7122    Pavarde7122                4.03
     Vardas7124    Pavarde7124                4.41
     Vardas7128    Pavarde7128                4.73
     Vardas7130    Pavarde7130                4.48
     Vardas7131    Pavarde7131                3.37
     Vardas7132    Pavarde7132                3.31
     Vardas7134    Pavarde7134                4.89
     Vardas7143    Pavarde7143                4.62
     Vardas7146    Pavarde7146                3.58
     Vardas7147    Pavarde7147                3.09
     Vardas7148    Pavarde7148                3.80
     Vardas7150    Pavarde7150                3.67
     Vardas7152    Pavarde7152                4.55
     Vardas7153    Pavarde7153                4.57
     Vardas7160    Pavarde7160                4.10
     Vardas7167    Pavarde7167                4.78
     Vardas7172    Pavarde7172                3.87
     Vardas7175    Pavarde7175                3.25
     Vardas7176    Pavarde7176                4.94
     Vardas7177    Pavarde7177                4.30
     Vardas7182    Pavarde7182                4.76
     Vardas7184    Pavarde7184                3.66
     Vardas7195    Pavarde7195                4.67
     Vardas7197    Pavarde7197                3.29
     Vardas7198    Pavarde7198                2.45
     Vardas7199    Pavarde7199                3.02
     Vardas7200    Pavarde7200                4.07
     Vardas7201    Pavarde7201                3.27
     Vardas7202    Pavarde7202                3.23
     Vardas7204    Pavarde7204                2.80
     Vardas7205    Pavarde7205                4.14
     Vardas7208    Pavarde7208                4.32
     Vardas7212    Pavarde7212                4.81
     Vardas7213    Pavarde7213                3.15
     Vardas7215    Pavarde7215                3.95
     Vardas7218    Pavarde7218                1.90
     Vardas7219    Pavarde7219                3.41
     Vardas7221    Pavarde7221                4.05
     Vardas7224    Pavarde7224                3.11
     Vardas7225    Pavarde7225                4.39
     Vardas7226    Pavarde7226                3.23
     Vardas7237    Pavarde7237                3.97
     Vardas7240    Pavarde7240                3.34
     Vardas7242    Pavarde7242                3.62
     Vardas7244    Pavarde7244                4.68
     Vardas7245    Pavarde7245                2.71
     Vardas7247    Pavarde7247                3.95
     Vardas7250    Pavarde7250                4.36
     Vardas7251    Pavarde7251                3.63
     Vardas7254    Pavarde7254                4.31
     Vardas7257    Pavarde7257                4.31
     Vardas7259    Pavarde7259                4.48
     Vardas7262    Pavarde7262                4.70
     Vardas7264    Pavarde7264                3.27
     Vardas7265    Pavarde7265                4.31
     Vardas7267    Pavarde7267                2.76
     Vardas7268    Pavarde7268                4.60
     Vardas7269    Pavarde7269                4.27
     Vardas7275    Pavarde7275                3.14
     Vardas7277    Pavarde7277                3.72
     Vardas7279    Pavarde7279                2.82
     Vardas7283    Pavarde7283                4.62
     Vardas7285    Pavarde7285                3.44
     Vardas7286    Pavarde7286                4.59
     Vardas7291    Pavarde7291                3.99
     Vardas7293    Pavarde7293                4.83
     Vardas7294    Pavarde7294                4.11
     Vardas7295    Pavarde7295                3.98
     Vardas7296    Pavarde7296                4.39
     Vardas7298    Pavarde7298                4.99
     Vardas7301    Pavarde7301                3.37
     Vardas7302    Pavarde7302                2.57
     Vardas7311    Pavarde7311                4.00
     Vardas7312    Pavarde7312                3.67
     Vardas7313    Pavarde7313                3.46
     Vardas7316    Pavarde7316                4.67
     Vardas7321    Pavarde7321                4.45
     Vardas7323    Pavarde7323                2.83
     Vardas7327    Pavarde7327                3.06
     Vardas7329    Pavarde7329                4.35
     Vardas7333    Pavarde7333                3.58
     Vardas7334    Pavarde7334                4.05
     Vardas7341    Pavarde7341                2.84
     Vardas7344    Pavarde7344                2.88
     Vardas7345    Pavarde7345                2.33
     Vardas7347    Pavarde7347                2.93
     Vardas7350    Pavarde7350                3.10
     Vardas7351    Pavarde7351                4.28
     Vardas7356    Pavarde7356                4.64
     Vardas7358    Pavarde7358                3.16
     Vardas7362    Pavarde7362                3.86
     Vardas7364    Pavarde7364                4.03
     Vardas7365    Pavarde7365                3.01
     Vardas7369    Pavarde7369                3.69
     Vardas7371    Pavarde7371                4.05
     Vardas7381    Pavarde7381                3.34
     Vardas7382    Pavarde7382                2.96
     Vardas7383    Pavarde7383                4.13
     Vardas7389    Pavarde7389                4.16
     Vardas7390    Pavarde7390                2.73
     Vardas7392    Pavarde7392                4.10
     Vardas7394    Pavarde7394                3.89
     Vardas7396    Pavarde7396                3.64
     Vardas7397    Pavarde7397                4.10
     Vardas7398    Pavarde7398                4.14
     Vardas7399    Pavarde7399                4.52
     Vardas7405    Pavarde7405                3.90
     Vardas7408    Pavarde7408                4.48
     Vardas7411    Pavarde7411                2.63
     Vardas7413    Pavarde7413                4.68
     Vardas7419    Pavarde7419                2.95
     Vardas7420    Pavarde7420                2.71
     Vardas7421    Pavarde7421                3.17
     Vardas7424    Pavarde7424                4.92
     Vardas7425    Pavarde7425                3.94
     Vardas7426    Pavarde7426                3.68
     Vardas7431    Pavarde7431                3.35
     Vardas7432    Pavarde7432                4.52
     Vardas7436    Pavarde7436                3.04
     Vardas7437    Pavarde7437                4.27
     Vardas7439    Pavarde7439                4.04
     Vardas7444    Pavarde7444                3.35
     Vardas7446    Pavarde7446                4.19
     Vardas7449    Pavarde7449                3.57
     Vardas7450    Pavarde7450                3.58
     Vardas7451    Pavarde7451                2.88
     Vardas7452    Pavarde7452                3.57
     Vardas7454    Pavarde7454                4.84
     Vardas7455    Pavarde7455                4.29
     Vardas7456    Pavarde7456                3.40
     Vardas7460    Pavarde7460                3.32
     Vardas7461    Pavarde7461                3.35
     Vardas7464    Pavarde7464                4.84
     Vardas7476    Pavarde7476                3.08
     Vardas7478    Pavarde7478                4.74
     Vardas7479    Pavarde7479                3.63
     Vardas7481    Pavarde7481                3.83
     Vardas7482    Pavarde7482                4.91
     Vardas7483    Pavarde7483                4.52
     Vardas7485    Pavarde7485                3.16
     Vardas7486    Pavarde7486                3.84
     Vardas7488    Pavarde7488                4.82
     Vardas7492    Pavarde7492                3.91
     Vardas7494    Pavarde7494                4.79
     Vardas7500    Pavarde7500                2.81
     Vardas7501    Pavarde7501                3.39
     Vardas7506    Pavarde7506                4.25
     Vardas7515    Pavarde7515                4.11
     Vardas7516    Pavarde7516                4.87
     Vardas7517    Pavarde7517                3.67
     Vardas7520    Pavarde7520                4.88
     Vardas7521    Pavarde7521                4.56
     Vardas7524    Pavarde7524                4.98
     Vardas7525    Pavarde7525                3.71
     Vardas7527    Pavarde7527                3.40
     Vardas7530    Pavarde7530                3.54
     Vardas7531    Pavarde7531                4.50
     Vardas7532    Pavarde7532                4.70
     Vardas7536    Pavarde7536                2.96
     Vardas7537    Pavarde7537                3.60
     Vardas7538    Pavarde7538                4.29
     Vardas7540    Pavarde7540                2.14
     Vardas7543    Pavarde7543                2.81
     Vardas7546    Pavarde7546                3.56
     Vardas7547    Pavarde7547                3.35
     Vardas7548    Pavarde7548                3.13
     Vardas7549    Pavarde7549                4.64
     Vardas7550    Pavarde7550                3.24
     Vardas7552    Pavarde7552                3.27
     Vardas7554    Pavarde7554                4.24
     Vardas7555    Pavarde7555                3.98
     Vardas7558    Pavarde7558                1.85
     Vardas7559    Pavarde7559                2.73
     Vardas7560    Pavarde7560                4.56
     Vardas7562    Pavarde7562                3.92
     Vardas7573    Pavarde7573                3.19
     Vardas7576    Pavarde7576                5.00
     Vardas7577    Pavarde7577                3.96
     Vardas7579    Pavarde7579                4.67
     Vardas7582    Pavarde7582                2.90
     Vardas7584    Pavarde7584                3.81
     Vardas7587    Pavarde7587                3.25
     Vardas7588    Pavarde7588                4.17
     Vardas7594    Pavarde7594                4.40
     Vardas7595    Pavarde7595                4.09
     Vardas7596    Pavarde7596                4.68
     Vardas7599    Pavarde7599                3.19
     Vardas7600    Pavarde7600                4.60
     Vardas7602    Pavarde7602                4.40
     Vardas7607    Pavarde7607                2.65
     Vardas7609    Pavarde7609                3.55
     Vardas7611    Pavarde7611                4.63
     Vardas7614    Pavarde7614                4.07
     Vardas7616    Pavarde7616                4.69
     Vardas7618    Pavarde7618                3.44
     Vardas7619    Pavarde7619                3.48
     Vardas7622    Pavarde7622                3.66
     Vardas7624    Pavarde7624                2.63
     Vardas7625    Pavarde7625                4.72
     Vardas7628    Pavarde7628                3.99
     Vardas7631    Pavarde7631                2.55
     Vardas7632    Pavarde7632                3.60
     Vardas7635    Pavarde7635                4.26
     Vardas7638    Pavarde7638                4.61
     Vardas7641    Pavarde7641                2.67
     Vardas7642    Pavarde7642                4.12
     Vardas7643    Pavarde7643                4.81
     Vardas7645    Pavarde7645                3.29
     Vardas7646    Pavarde7646                3.83
     Vardas7648    Pavarde7648                4.03
     Vardas7652    Pavarde7652                4.49
     Vardas7653    Pavarde7653                3.31
     Vardas7654    Pavarde7654                3.22
     Vardas7655    Pavarde7655                2.55
     Vardas7658    Pavarde7658                3.21
     Vardas7659    Pavarde7659                4.93
     Vardas7660    Pavarde7660                4.46
     Vardas7662    Pavarde7662                4.44
     Vardas7665    Pavarde7665                3.80
     Vardas7666    Pavarde7666                2.91
     Vardas7667    Pavarde7667                4.61
     Vardas7669    Pavarde7669                3.06
     Vardas7670    Pavarde7670                3.96
     Vardas7675    Pavarde7675                3.44
     Vardas7678    Pavarde7678                3.69
     Vardas7681    Pavarde7681                3.13
     Vardas7684    Pavarde7684                3.14
     Vardas7687    Pavarde7687                4.77
     Vardas7688    Pavarde7688                3.64
     Vardas7689    Pavarde7689                4.06
     Vardas7691    Pavarde7691                3.79
     Vardas7695    Pavarde7695                2.80
     Vardas7696    Pavarde7696                3.61
     Vardas7697    Pavarde7697                4.91
     Vardas7698    Pavarde7698                4.12
     Vardas7699    Pavarde7699                3.45
     Vardas7701    Pavarde7701                3.18
     Vardas7703    Pavarde7703                2.62
     Vardas7705    Pavarde7705                2.13
     Vardas7708    Pavarde7708                2.93
     Vardas7709    Pavarde7709                3.71
     Vardas7712    Pavarde7712                4.94
     Vardas7716    Pavarde7716                3.50
     Vardas7721    Pavarde7721                2.30
     Vardas7723    Pavarde7723                2.93
     Vardas7727    Pavarde7727                4.18
     Vardas7728    Pavarde7728                2.93
     Vardas7729    Pavarde7729                4.46
     Vardas7730    Pavarde7730                3.19
     Vardas7733    Pavarde7733                2.08
     Vardas7735    Pavarde7735                3.52
     Vardas7737    Pavarde7737                4.25
     Vardas7739    Pavarde7739                2.74
     Vardas7740    Pavarde7740                3.06
     Vardas7744    Pavarde7744                4.26
     Vardas7745    Pavarde7745                3.86
     Vardas7751    Pavarde7751                4.80
     Vardas7757    Pavarde7757                4.78
     Vardas7763    Pavarde7763                3.20
     Vardas7766    Pavarde7766                4.94
     Vardas7770    Pavarde7770                3.92
     Vardas7773    Pavarde7773                2.65
     Vardas7774    Pavarde7774                4.48
     Vardas7775    Pavarde7775                4.62
     Vardas7780    Pavarde7780                4.74
     Vardas7785    Pavarde7785                4.26
     Vardas7786    Pavarde7786                4.62
     Vardas7788    Pavarde7788                4.07
     Vardas7793    Pavarde7793                2.73
     Vardas7796    Pavarde7796                4.48
     Vardas7802    Pavarde7802                3.29
     Vardas7804    Pavarde7804                4.68
     Vardas7805    Pavarde7805                3.87
     Vardas7810    Pavarde7810                3.77
     Vardas7812    Pavarde7812                4.27
     Vardas7814    Pavarde7814                4.26
     Vardas7815    Pavarde7815                3.40
     Vardas7819    Pavarde7819                3.49
     Vardas7820    Pavarde7820                3.08
     Vardas7821    Pavarde7821                3.53
     Vardas7822    Pavarde7822                3.26
     Vardas7825    Pavarde7825                4.77
     Vardas7827    Pavarde7827                3.95
     Vardas7828    Pavarde7828                3.12
     Vardas7831    Pavarde7831                3.92
     Vardas7837    Pavarde7837                3.42
     Vardas7838    Pavarde7838                3.53
     Vardas7840    Pavarde7840                4.33
     Vardas7842    Pavarde7842                4.81
     Vardas7844    Pavarde7844                4.62
     Vardas7845    Pavarde7845                4.39
     Vardas7847    Pavarde7847                4.33
     Vardas7850    Pavarde7850                3.38
     Vardas7852    Pavarde7852                4.57
     Vardas7853    Pavarde7853                3.54
     Vardas7857    Pavarde7857                3.77
     Vardas7861    Pavarde7861                3.48
     Vardas7862    Pavarde7862                3.38
     Vardas7864    Pavarde7864                3.58
     Vardas7867    Pavarde7867                4.32
     Vardas7868    Pavarde7868                4.39
     Vardas7871    Pavarde7871                3.42
     Vardas7872    Pavarde7872                3.05
     Vardas7873    Pavarde7873                4.53
     Vardas7874    Pavarde7874                4.22
     Vardas7876    Pavarde7876                3.57
     Vardas7878    Pavarde7878                4.47
     Vardas7880    Pavarde7880                3.82
     Vardas7881    Pavarde7881                4.07
     Vardas7882    Pavarde7882                4.46
     Vardas7883    Pavarde7883                4.68
     Vardas7889    Pavarde7889                4.73
     Vardas7890    Pavarde7890                4.48
     Vardas7892    Pavarde7892                3.36
     Vardas7893    Pavarde7893                3.07
     Vardas7896    Pavarde7896                4.19
     Vardas7899    Pavarde7899                3.33
     Vardas7900    Pavarde7900                3.35
     Vardas7902    Pavarde7902                3.58
     Vardas7903    Pavarde7903                3.40
     Vardas7905    Pavarde7905                4.00
     Vardas7906    Pavarde7906                3.41
     Vardas7909    Pavarde7909                4.26
     Vardas7910    Pavarde7910                3.33
     Vardas7911    Pavarde7911                3.43
     Vardas7912    Pavarde7912                4.28
     Vardas7913    Pavarde7913                4.99
     Vardas7917    Pavarde7917                3.03
     Vardas7919    Pavarde7919                4.05
     Vardas7921    Pavarde7921                3.37
     Vardas7922    Pavarde7922                3.66
     Vardas7923    Pavarde7923                2.83
     Vardas7926    Pavarde7926                4.85
     Vardas7927    Pavarde7927                4.06
     Vardas7929    Pavarde7929                4.78
     Vardas7930    Pavarde7930                4.61
     Vardas7933    Pavarde7933                4.44
     Vardas7936    Pavarde7936                4.23
     Vardas7937    Pavarde7937                4.54
     Vardas7944    Pavarde7944                3.34
     Vardas7946    Pavarde7946                4.29
     Vardas7948    Pavarde7948                4.50
     Vardas7950    Pavarde7950                3.64
     Vardas7952    Pavarde7952                3.28
     Vardas7954    Pavarde7954                4.77
     Vardas7957    Pavarde7957                3.16
     Vardas7961    Pavarde7961                4.52
     Vardas7963    Pavarde7963                4.36
     Vardas7968    Pavarde7968                3.30
     Vardas7970    Pavarde7970                4.08
     Vardas7971    Pavarde7971                4.11
     Vardas7972    Pavarde7972                3.15
     Vardas7974    Pavarde7974                4.64
     Vardas7975    Pavarde7975                4.90
     Vardas7976    Pavarde7976                4.62
     Vardas7980    Pavarde7980                2.88
     Vardas7981    Pavarde7981                4.05
     Vardas7984    Pavarde7984                4.86
     Vardas7985    Pavarde7985                3.05
     Vardas7988    Pavarde7988                4.25
     Vardas7990    Pavarde7990                2.53
     Vardas7991    Pavarde7991                4.32
     Vardas7992    Pavarde7992                4.01
     Vardas7993    Pavarde7993                4.46
     Vardas7994    Pavarde7994                4.29
     Vardas7995    Pavarde7995                4.29
     Vardas7997    Pavarde7997                4.56
     Vardas7998    Pavarde7998                2.73
     Vardas7999    Pavarde7999                2.55
     Vardas8001    Pavarde8001                4.51
     Vardas8003    Pavarde8003                4.12
     Vardas8004    Pavarde8004                3.98
     Vardas8005    Pavarde8005                4.04
     Vardas8006    Pavarde8006                4.76
     Vardas8007    Pavarde8007                3.01
     Vardas8012    Pavarde8012                4.39
     Vardas8013    Pavarde8013                3.12
     Vardas8015    Pavarde8015                4.29
     Vardas8017    Pavarde8017                3.89
     Vardas8019    Pavarde8019                4.41
     Vardas8020    Pavarde8020                2.82
     Vardas8021    Pavarde8021                3.26
     Vardas8022    Pavarde8022                4.08
     Vardas8026    Pavarde8026                4.77
     Vardas8033    Pavarde8033                4.26
     Vardas8036    Pavarde8036                4.62
     Vardas8037    Pavarde8037                3.34
     Vardas8039    Pavarde8039                4.07
     Vardas8040    Pavarde8040                4.50
     Vardas8041    Pavarde8041                3.35
     Vardas8042    Pavarde8042                3.15
     Vardas8043    Pavarde8043                3.50
     Vardas8045    Pavarde8045                3.48
     Vardas8046    Pavarde8046                3.25
     Vardas8048    Pavarde8048                3.13
     Vardas8050    Pavarde8050                4.03
     Vardas8051    Pavarde8051                3.34
     Vardas8052    Pavarde8052                4.89
     Vardas8054    Pavarde8054                4.96
     Vardas8058    Pavarde8058                4.78
     Vardas8062    Pavarde8062                3.61
     Vardas8064    Pavarde8064                4.86
     Vardas8067    Pavarde8067                3.88
     Vardas8069    Pavarde8069                3.57
     Vardas8070    Pavarde8070                4.00
     Vardas8071    Pavarde8071                3.82
     Vardas8072    Pavarde8072                2.63
     Vardas8074    Pavarde8074                4.30
     Vardas8077    Pavarde8077                3.73
     Vardas8078    Pavarde8078                3.89
     Vardas8082    Pavarde8082                4.65
     Vardas8083    Pavarde8083                1.99
     Vardas8084    Pavarde8084                3.22
     Vardas8087    Pavarde8087                2.87
     Vardas8092    Pavarde8092                3.23
     Vardas8097    Pavarde8097                4.79
     Vardas8099    Pavarde8099                4.72
     Vardas8101    Pavarde8101                3.19
     Vardas8102    Pavarde8102                2.10
     Vardas8104    Pavarde8104                4.84
     Vardas8106    Pavarde8106                4.43
     Vardas8107    Pavarde8107                3.87
     Vardas8108    Pavarde8108                2.81
     Vardas8110    Pavarde8110                2.53
     Vardas8116    Pavarde8116                3.66
     Vardas8122    Pavarde8122                3.80
     Vardas8123    Pavarde8123                4.52
     Vardas8129    Pavarde8129                3.65
     Vardas8132    Pavarde8132                4.01
     Vardas8135    Pavarde8135                2.61
     Vardas8137    Pavarde8137                4.84
     Vardas8138    Pavarde8138                3.01
     Vardas8139    Pavarde8139                4.66
     Vardas8145    Pavarde8145                3.19
     Vardas8146    Pavarde8146                4.35
     Vardas8149    Pavarde8149                3.11
     Vardas8152    Pavarde8152                3.12
     Vardas8155    Pavarde8155                2.93
     Vardas8156    Pavarde8156                3.08
     Vardas8157    Pavarde8157                2.51
     Vardas8158    Pavarde8158                2.48
     Vardas8160    Pavarde8160                4.83
     Vardas8162    Pavarde8162                3.37
     Vardas8164    Pavarde8164                4.36
     Vardas8166    Pavarde8166                3.98
     Vardas8168    Pavarde8168                3.59
     Vardas8175    Pavarde8175                3.81
     Vardas8176    Pavarde8176                3.29
     Vardas8177    Pavarde8177                3.34
     Vardas8178    Pavarde8178                5.00
     Vardas8180    Pavarde8180                4.18
     Vardas8182    Pavarde8182                3.58
     Vardas8186    Pavarde8186                3.49
     Vardas8188    Pavarde8188                4.17
     Vardas8189    Pavarde8189                4.25
     Vardas8192    Pavarde8192                4.54
     Vardas8194    Pavarde8194                4.30
     Vardas8198    Pavarde8198                4.56
     Vardas8201    Pavarde8201                4.34
     Vardas8202    Pavarde8202                3.74
     Vardas8203    Pavarde8203                3.14
     Vardas8204    Pavarde8204                2.97
     Vardas8205    Pavarde8205                2.56
     Vardas8206    Pavarde8206                3.63
     Vardas8210    Pavarde8210                3.64
     Vardas8211    Pavarde8211                3.75
     Vardas8212    Pavarde8212                4.78
     Vardas8214    Pavarde8214                2.59
     Vardas8216    Pavarde8216                2.89
     Vardas8217    Pavarde8217                4.84
     Vardas8219    Pavarde8219                3.36
     Vardas8221    Pavarde8221                3.69
     Vardas8224    Pavarde8224                3.60
     Vardas8225    Pavarde8225                3.73
     Vardas8228    Pavarde8228                3.22
     Vardas8229    Pavarde8229                4.90
     Vardas8232    Pavarde8232                3.62
     Vardas8235    Pavarde8235                3.42
     Vardas8238    Pavarde8238                3.05
     Vardas8239    Pavarde8239                4.63
     Vardas8241    Pavarde8241                3.56
     Vardas8242    Pavarde8242                4.22
     Vardas8244    Pavarde8244                4.78
     Vardas8251    Pavarde8251                4.67
     Vardas8256    Pavarde8256                4.88
     Vardas8260    Pavarde8260                4.95
     Vardas8261    Pavarde8261                4.15
     Vardas8263    Pavarde8263                2.70
     Vardas8271    Pavarde8271                3.18
     Vardas8272    Pavarde8272                2.22
     Vardas8274    Pavarde8274                3.46
     Vardas8279    Pavarde8279                3.68
     Vardas8283    Pavarde8283                3.21
     Vardas8284    Pavarde8284                3.35
     Vardas8288    Pavarde8288                4.17
     Vardas8293    Pavarde8293                4.97
     Vardas8296    Pavarde8296                2.97
     Vardas8297    Pavarde8297                4.58
     Vardas8303    Pavarde8303                3.02
     Vardas8305    Pavarde8305                2.84
     Vardas8307    Pavarde8307                3.23
     Vardas8309    Pavarde8309                4.14
     Vardas8310    Pavarde8310                2.55
     Vardas8314    Pavarde8314                3.46
     Vardas8315    Pavarde8315                2.73
     Vardas8318    Pavarde8318                4.24
     Vardas8321    Pavarde8321                2.65
     Vardas8322    Pavarde8322                2.76
     Vardas8324    Pavarde8324                4.14
     Vardas8325    Pavarde8325                4.86
     Vardas8326    Pavarde8326                4.34
     Vardas8332    Pavarde8332                4.91
     Vardas8336    Pavarde8336                3.01
     Vardas8337    Pavarde8337                3.03
     Vardas8340    Pavarde8340                4.00
     Vardas8341    Pavarde8341                4.37
     Vardas8342    Pavarde8342                3.87
     Vardas8344    Pavarde8344                4.52
     Vardas8345    Pavarde8345                4.40
     Vardas8347    Pavarde8347                4.01
     Vardas8349    Pavarde8349                2.64
     Vardas8350    Pavarde8350                3.22
     Vardas8353    Pavarde8353                4.22
     Vardas8354    Pavarde8354                3.67
     Vardas8356    Pavarde8356                4.41
     Vardas8358    Pavarde8358                3.81
     Vardas8364    Pavarde8364                2.44
     Vardas8372    Pavarde8372                3.40
     Vardas8373    Pavarde8373                3.66
     Vardas8374    Pavarde8374                3.33
     Vardas8376    Pavarde8376                2.83
     Vardas8377    Pavarde8377                4.99
     Vardas8378    Pavarde8378                3.11
     Vardas8381    Pavarde8381                3.46
     Vardas8383    Pavarde8383                2.82
     Vardas8384    Pavarde8384                2.64
     Vardas8395    Pavarde8395                3.84
     Vardas8396    Pavarde8396                4.88
     Vardas8398    Pavarde8398                4.97
     Vardas8400    Pavarde8400                3.72
     Vardas8405    Pavarde8405                4.37
     Vardas8414    Pavarde8414                4.25
     Vardas8416    Pavarde8416                4.39
     Vardas8419    Pavarde8419                3.83
     Vardas8421    Pavarde8421                2.83
     Vardas8424    Pavarde8424                4.31
     Vardas8425    Pavarde8425                3.12
     Vardas8426    Pavarde8426                2.08
     Vardas8427    Pavarde8427                4.22
     Vardas8430    Pavarde8430                3.99
     Vardas8431    Pavarde8431                4.14
     Vardas8442    Pavarde8442                3.41
     Vardas8443    Pavarde8443                4.52
     Vardas8444    Pavarde8444                4.50
     Vardas8445    Pavarde8445                4.87
     Vardas8446    Pavarde8446                3.62
     Vardas8447    Pavarde8447                4.39
     Vardas8453    Pavarde8453                4.81
     Vardas8458    Pavarde8458                3.15
     Vardas8461    Pavarde8461                3.48
     Vardas8464    Pavarde8464                3.86
     Vardas8469    Pavarde8469                4.52
     Vardas8470    Pavarde8470                4.05
     Vardas8471    Pavarde8471                4.68
     Vardas8476    Pavarde8476                3.09
     Vardas8480    Pavarde8480                3.35
     Vardas8482    Pavarde8482                3.96
